1,2.92,2.4,2.02,14.1,2.38,2.75,18.8,1060,103,0.32,2.75,1.07,6.2
1,2.19,2.14,1.72,13.3,1.35,2.77,17,1285,94,0.27,2.4,1.02,3.95
1,3.39,2.45,1.76,14.2,1.97,2.85,15.2,1450,112,0.34,3.27,1.05,6.75
3,0.84,2.69,2.58,13.58,1.54,1.8,24.5,750,105,0.39,1.55,0.74,8.66
1,3.69,2.39,1.73,14.75,2.81,2.73,11.4,1150,91,0.43,3.1,1.25,5.4
1,3.17,2.28,3.59,14.38,2.19,3.44,16,1065,102,0.27,3.25,1.04,4.9
3,1.31,2.7,1.68,14.34,2.7,1.96,25,660,98,0.53,2.8,0.57,13
2,1.02,2.21,1.61,12.29,1.46,1.82,20.4,870,103,0.37,1.1,0.906,3.05
3,0.55,2.15,3.57,13.16,1.3,1.68,21,830,102,0.43,1.5,0.6,4
1,2.43,2.55,1.65,13.05,1.44,2.51,18,1105,98,0.29,2.45,1.12,4.25
2,2.25,2.22,2.83,12.29,1.99,3.3,18,290,88,0.25,2.45,1.15,2.15
2,1.64,1.88,1.72,11.82,1.42,2.44,19.5,415,86,0.37,2.5,0.94,2.06
2,1.75,2.53,1.45,12.17,1.03,2.23,19,355,104,0.45,1.89,1.45,2.95
1,3.49,2.5,1.95,14.37,2.18,3.45,16.8,1480,113,0.24,3.85,0.86,7.8
2,1.59,2.32,3.86,13.05,1.62,2.01,22.5,515,85,0.61,1.65,0.84,4.8
2,2.92,2.7,1.35,11.61,2.49,3.26,20,680,94,0.29,2.74,0.96,2.65
3,1.39,2.36,3.9,13.08,1.14,1.33,21.5,550,113,0.34,1.41,0.57,9.4
2,0.99,2.74,2.12,11.81,1.56,2.26,21.5,625,134,0.14,1.6,0.95,2.5
2,2.89,2.6,1.67,12.99,1.96,3.5,30,985,139,0.21,3.3,1.31,3.35
2,2.14,2.3,1.09,11.96,1.65,3.13,21,886,101,0.13,3.38,0.99,3.21
2,1.94,2.24,0.98,12.67,1.46,3.16,18,450,99,0.3,2.2,1.23,2.62
2,2.86,2.67,1.51,13.86,1.87,3.16,25,410,86,0.21,2.95,1.36,3.38
1,2.51,2.61,2.15,14.06,1.25,3.58,17.6,1295,121,0.31,2.6,1.06,5.05
2,2.26,2.28,1.99,11.62,1.35,2.96,18,345,98,0.17,3.02,1.16,3.25
2,1.25,2.42,1.51,12,1.63,2.65,22,450,86,0.5,1.45,1.05,3.6
3,0.6,2.61,2.96,12.84,0.81,2.15,24,590,101,0.53,2.32,0.89,4.92
1,2.63,2.29,3.98,13.24,1.66,3,17.5,680,103,0.32,2.64,0.82,4.36
2,1.92,1.98,1.73,12.51,1.48,3.57,20.5,672,85,0.32,2.2,1.04,2.94
3,0.63,2.32,5.19,13.17,1.55,1.48,22,725,93,0.61,1.74,0.6,7.9
1,2.65,2.44,4.04,14.21,1.25,3.33,18.9,1080,111,0.3,2.85,0.87,5.24
3,0.61,2.45,5.65,13.71,1.06,1.74,20.5,740,95,0.52,1.68,0.64,7.7
2,2.99,2.21,3.17,12.29,2.81,2.83,18,406,88,0.45,2.85,1.42,2.3
1,3.25,2.7,1.5,13.73,2.38,2.71,22.5,1285,101,0.29,3,1.19,5.7
2,2.58,1.82,3.74,11.46,3.58,2.81,19.5,562,107,0.24,3.18,0.75,2.9
1,3,2.3,1.7,14.22,2.03,3.31,16.3,970,118,0.26,3.2,0.94,6.38
2,3.15,2.29,1.53,12.43,1.77,2.84,21.5,352,86,0.39,2.74,0.69,3.94
2,2.65,2.56,1.21,12.37,2.08,2.3,18.1,678,98,0.37,2.42,1.19,4.6
1,3.14,2.72,1.92,14.3,1.97,2.65,20,1280,120,0.33,2.8,1.07,6.2
1,2.43,2.32,1.48,14.12,1.57,2.82,16.8,1280,95,0.26,2.2,1.17,5
3,1.36,2.48,2.67,12.79,1.26,1.47,22,480,112,0.24,1.48,0.48,10.8
2,2.03,2.12,1.73,12.25,1.63,3.17,19,510,80,0.37,1.65,1,3.4
3,1.22,2.4,2.99,12.88,0.83,1.42,20,530,104,0.24,1.3,0.74,5.4
2,3.03,2.39,4.31,11.87,2.91,3.64,21,380,82,0.21,2.86,0.75,2.8
1,3.15,2.27,1.35,13.86,1.85,3.55,16,1045,98,0.22,2.98,1.01,7.22
2,1.25,1.98,3.43,12.77,0.83,2.12,16,372,80,0.43,1.63,0.7,3.4
3,1.57,2.62,3.12,13.5,1.25,1.3,24,500,123,0.22,1.4,0.59,8.6
3,0.83,2.38,4.12,13.84,1.56,1.64,19.5,480,89,0.48,1.8,0.57,9.01
1,3.06,2.43,1.71,14.23,2.29,3.92,15.6,1065,127,0.28,2.8,1.04,5.64
2,1.57,1.92,1.88,11.66,1.15,2.14,16,428,97,0.34,1.61,1.23,3.8
3,0.47,2.26,4.36,13.73,1.15,1.75,22.5,520,88,0.52,1.28,0.78,6.62
1,2.76,2.41,1.73,13.75,1.81,2.9,16,1320,89,0.29,2.6,1.15,5.6
3,0.76,2.74,4.1,14.13,1.35,1.6,24.5,560,96,0.56,2.05,0.61,9.2
3,0.58,2.64,3.03,12.45,1.14,1.73,27,880,97,0.63,1.9,0.67,7.5
3,1.1,2.64,1.67,13.48,2.29,1.78,22.5,620,89,0.52,2.6,0.57,11.75
1,3.32,2.3,2.16,14.1,2.38,3.17,18,1510,105,0.22,2.95,1.25,5.75
3,0.65,2.48,4.61,12.87,0.86,1.86,21.5,625,86,0.47,1.7,0.54,7.65
2,2.13,2.73,4.43,12.42,1.71,3.12,26.5,365,102,0.43,2.2,0.92,2.08
2,3.1,2.16,1.13,12.37,1.87,2.87,19,420,87,0.19,3.5,1.22,4.45
3,0.52,2.72,3.17,13.52,0.55,2.06,23.5,520,97,0.5,1.55,0.89,4.35
2,2.03,1.71,0.9,13.03,1.46,2.48,16,392,86,0.24,1.95,1.19,4.6
2,1.85,1.95,0.99,12.33,2.76,2.31,14.8,750,136,0.35,1.9,1.06,3.4
2,2,1.92,1.17,12.37,1.04,3.48,19.6,510,78,0.27,2.11,1.12,4.68
2,1.28,1.75,1.19,12.21,2.5,3.07,16.8,718,151,0.14,1.85,1.28,2.85
1,3.74,2.42,1.75,13.82,1.87,3.26,14,1190,111,0.32,3.88,1.01,7.05
1,2.37,2.52,1.6,12.85,1.46,3.63,17.8,1015,95,0.26,2.48,1.09,3.93
3,1.25,2.32,1.35,12.86,0.94,1.29,18,630,122,0.21,1.51,0.76,4.1
2,2.01,2.5,0.74,11.41,1.44,2.31,21,434,88,0.42,2.48,1.1,3.08
2,2.5,1.98,1.41,12.29,1.77,2.74,16,428,85,0.29,2.55,1.23,2.9
3,0.49,2.32,3.03,12.2,0.73,1.83,19,510,96,0.4,1.25,0.66,5.5
2,2.04,1.94,1.29,12.22,2.08,3.02,19,312,92,0.39,2.36,0.86,2.7
2,2.09,2.19,1.61,12.42,1.61,2.96,22.5,345,108,0.34,2,1.06,2.06
1,3.93,2.48,1.59,14.19,1.86,2.82,16.5,1680,108,0.32,3.3,1.23,8.7
2,2.65,2.13,5.8,13.05,2.01,3.1,21.5,380,86,0.3,2.62,0.73,2.6
2,2.79,2.42,2.4,11.45,1.83,3.39,20,625,96,0.32,2.9,0.8,3.25
1,2.99,2.6,1.65,13.83,2.29,3.37,17.2,1265,94,0.22,2.45,1.24,5.6
2,2.45,2.3,1.63,12.37,1.9,2.78,24.5,342,88,0.4,2.22,0.89,2.12
2,2.24,2.78,2.13,11.79,1.76,2.44,28.5,466,92,0.58,2.13,0.97,3
3,1.2,2.36,3.55,12.7,0.84,1.29,21.5,600,106,0.17,1.7,0.78,5
1,3.4,2.62,1.57,13.83,1.72,2.57,20,1130,115,0.4,2.95,1.13,6.6
2,1.41,2.02,1.36,12.64,0.62,1.59,16.8,450,100,0.53,2.02,0.98,5.75
1,3.24,2.67,2.36,13.16,2.81,3.17,18.6,1185,101,0.3,2.8,1.03,5.68
3,0.69,2.26,4.28,13.27,1.35,1.56,20,835,120,0.43,1.59,0.59,10.2
3,0.5,2.35,2.56,13.36,0.64,2.47,20,780,89,0.37,1.4,0.7,5.6
3,0.96,2.86,4.6,13.4,1.11,1.92,25,630,112,0.27,1.98,0.67,8.5
1,2.88,2.36,1.86,13.71,1.69,4,16.6,1035,101,0.27,2.61,1.11,3.8
2,0.57,1.36,0.94,12.37,0.42,1.82,10.6,520,88,0.28,1.98,1.05,1.95
2,2.26,2,0.92,12,1.43,3.12,19,278,86,0.3,2.42,1.38,2.5
3,0.56,2.54,3.26,13.69,0.8,1.82,20,680,107,0.5,1.83,0.96,5.88
1,2.53,2.65,1.8,13.51,1.54,2.87,19,1095,110,0.29,2.35,1.1,4.2
3,0.6,2.58,3.27,12.85,0.96,2.11,22,570,106,0.6,1.65,0.87,5.58
3,0.5,2.7,2.81,12.93,0.75,2.31,21,600,96,0.53,1.54,0.77,4.6
2,1.84,2.24,1.66,13.49,1.03,2.78,24,472,87,0.27,1.88,0.98,3.74
1,2.9,2.25,1.67,13.74,1.62,3.2,16.4,1060,118,0.21,2.6,0.92,5.85
3,0.66,2.3,3.37,12.82,0.97,1.75,19.5,685,88,0.4,1.48,0.72,10.26
1,3.29,2.31,1.71,13.56,2.34,3.38,16.2,795,117,0.34,3.15,0.95,6.13
3,0.6,2.64,5.51,12.53,1.1,1.69,25,515,96,0.63,1.79,0.82,5
2,2.53,2.2,1.81,12.72,1.77,3.14,18.8,714,86,0.26,2.2,1.16,3.9
2,1.61,2.62,1.67,11.65,1.34,3.21,26,562,88,0.4,1.92,1.36,2.6
1,3.23,2.68,1.97,13.29,1.66,2.84,16.8,1270,102,0.31,3,1.07,6
2,1.6,1.99,1.47,11.82,1.53,3.33,20.8,495,86,0.3,1.98,0.95,1.95
2,1.75,2.38,4.3,12.04,1.35,2.57,22,580,80,0.42,2.1,0.79,2.6
1,2.41,2.65,3.8,12.93,1.98,3.52,18.6,770,102,0.25,2.41,1.03,4.5
1,2.33,2.21,1.68,14.02,1.98,3.59,16,1035,96,0.26,2.65,1.04,4.7
3,0.78,2.2,3.88,12.25,1.14,2,18.5,855,112,0.29,1.38,0.65,8.21
2,2.17,1.7,2.08,12.08,1.4,2.96,17.5,710,97,0.26,2.23,1.27,3.3
2,1.32,2.23,2.89,11.84,0.95,2.52,18,500,112,0.43,1.72,0.96,2.65
1,2.78,2.46,1.73,13.56,2.45,3.03,20.5,1120,116,0.2,2.96,0.98,6.25
2,1.5,2.32,1.83,12.08,1.64,2.27,18.5,480,81,0.52,1.6,1.08,2.4
3,0.92,2.38,3.83,12.36,1.04,1.58,21,520,88,0.5,2.3,0.56,7.65
2,2.55,2.4,3.87,12.7,1.95,3.13,23,463,101,0.43,2.83,1.19,2.57
1,2.91,2.7,1.81,13.63,1.46,2.88,17.2,1310,112,0.3,2.85,1.28,7.3
1,3.03,2.56,3.1,13.64,1.66,3.36,15.2,845,116,0.17,2.7,0.96,5.1
1,3.54,2.27,1.73,13.94,2.08,3.1,17.4,1260,108,0.32,2.88,1.12,8.9
3,0.7,2.35,3.45,12.96,0.94,1.75,18.5,675,106,0.4,1.39,0.68,5.28
2,3.18,1.7,1.01,13.11,2.28,3.18,15,502,78,0.26,2.98,1.12,5.3
1,2.68,3.22,2.05,13.05,1.92,3.2,25,830,124,0.47,2.63,1.13,3.58
1,2.76,2.14,1.78,13.2,1.28,3.4,11.2,1050,100,0.26,2.65,1.05,4.38
2,2.27,2.2,1.52,12.47,3.28,2.63,19,937,162,0.32,2.5,1.16,2.6
3,1.09,2.4,2.31,12.81,0.83,1.36,24,560,98,0.27,1.15,0.66,5.7
2,2.29,2.5,1.39,12.08,1.04,3.19,22.5,385,84,0.43,2.56,0.93,2.9
1,3.56,2.59,1.89,13.88,1.7,3.56,15,1095,101,0.17,3.25,0.88,5.43
2,1.3,2.36,0.94,13.34,0.42,1.93,17,750,110,0.55,2.53,1.02,3.17
