Price	Age_08_04	KM	HP	Met_Color	Automatic	CC	Doors	Quarterly_Tax	Weight	Fuel_Type_CNG	Fuel_Type_Diesel	Fuel_Type_Petrol	Fuel_Type
20500	20	20000	110	0	1	1600	5	100	1165	0	0	1	Petrol
24500	13	19988	110	1	0	1600	5	85	1130	0	0	1	Petrol
19450	19	18328	110	0	0	1600	5	85	1130	0	0	1	Petrol
20950	14	17896	110	1	1	1600	4	85	1150	0	0	1	Petrol
17200	20	17300	97	1	0	1400	5	85	1110	0	0	1	Petrol
19950	19	17038	110	0	0	1600	5	85	1130	0	0	1	Petrol
18450	10	13747	97	1	0	1400	5	85	1110	0	0	1	Petrol
19500	12	13634	110	1	0	1600	5	85	1115	0	0	1	Petrol
21750	13	13178	110	1	0	1600	5	85	1130	0	0	1	Petrol
16868	15	13157	97	1	0	1400	4	85	1085	0	0	1	Petrol
19500	16	13000	110	1	0	1600	4	85	1105	0	0	1	Petrol
18900	11	12500	110	1	0	1600	5	85	1115	0	0	1	Petrol
19750	17	11999	110	1	0	1600	5	85	1130	0	0	1	Petrol
19750	16	11754	110	0	1	1600	5	100	1180	0	0	1	Petrol
18950	16	11000	110	1	0	1600	4	85	1105	0	0	1	Petrol
20750	17	10000	110	0	0	1598	5	85	1105	0	0	1	Petrol
19600	9	7650	110	1	0	1600	5	85	1115	0	0	1	Petrol
19500	14	6500	110	1	0	1600	4	85	1100	0	0	1	Petrol
17650	11	6155	97	1	0	1400	5	85	1110	0	0	1	Petrol
19950	14	6000	110	0	0	1600	5	85	1130	0	0	1	Petrol
19950	14	5459	110	1	0	1600	5	85	1130	0	0	1	Petrol
20950	14	5278	110	1	1	1600	4	85	1150	0	0	1	Petrol
20500	12	5000	110	1	0	1600	5	85	1130	0	0	1	Petrol
17795	9	1	98	1	0	1400	4	19	1065	0	0	1	Petrol
18245	9	1	110	1	0	1600	5	19	1075	0	0	1	Petrol
23750	8	11000	110	1	0	1600	5	85	1130	0	0	1	Petrol
19500	8	10077	97	1	0	1400	5	85	1110	0	0	1	Petrol
18950	8	10000	97	1	0	1400	5	85	1110	0	0	1	Petrol
21950	8	9788	110	1	0	1600	5	85	1130	0	0	1	Petrol
19950	8	8574	110	1	0	1600	5	85	1130	0	0	1	Petrol
18950	8	7000	110	0	0	1600	5	85	1115	0	0	1	Petrol
19950	7	6250	110	1	0	1600	5	85	1115	0	0	1	Petrol
21950	8	5000	110	1	0	1600	5	85	1130	0	0	1	Petrol
22500	6	3000	110	0	0	1600	5	85	1130	0	0	1	Petrol
18500	7	2000	110	0	0	1600	5	19	1075	0	0	1	Petrol
18700	7	450	97	1	0	1400	5	85	1110	0	0	1	Petrol
21125	2	225	97	1	0	1400	5	85	1110	0	0	1	Petrol
21500	2	15	110	1	0	1600	5	85	1130	0	0	1	Petrol
17795	1	1	98	1	0	1400	4	19	1100	0	0	1	Petrol
18245	1	1	110	1	0	1600	5	19	1075	0	0	1	Petrol
6950	43	243000	69	0	0	1900	3	185	1110	0	1	0	Diesel
9500	38	180638	90	0	0	2000	4	210	1160	0	1	0	Diesel
11950	40	179860	90	1	0	2000	5	210	1205	0	1	0	Diesel
7750	43	178858	110	0	0	1600	3	197	1084	1	0	0	CNG
11950	40	161000	69	1	0	1900	3	185	1105	0	1	0	Diesel
4350	44	158320	69	0	0	1800	5	64	1110	0	1	0	Diesel
4750	44	131273	69	1	0	1800	5	64	1110	0	1	0	Diesel
11750	40	130062	69	1	0	1900	5	185	1140	0	1	0	Diesel
13250	41	123425	69	1	0	1900	5	185	1140	0	1	0	Diesel
11950	37	118217	110	1	0	1600	5	85	1075	0	0	1	Petrol
11900	44	110000	69	1	0	1900	5	185	1095	0	1	0	Diesel
14750	39	108847	90	1	0	2000	5	210	1205	0	1	0	Diesel
9950	42	105699	97	1	0	1400	3	69	1025	0	0	1	Petrol
11950	39	98823	110	1	0	1600	5	197	1119	1	0	0	CNG
11495	44	96829	110	1	0	1600	5	85	1075	0	0	1	Petrol
11250	40	96518	97	1	0	1400	3	69	1025	0	0	1	Petrol
10500	42	92204	110	1	0	1600	5	85	1075	0	0	1	Petrol
10450	35	91456	69	1	0	1900	3	185	1110	0	1	0	Diesel
12950	43	89968	69	1	0	1900	5	185	1140	0	1	0	Diesel
11500	44	89757	110	1	0	1600	3	69	1045	0	0	1	Petrol
12500	40	85389	110	1	0	1600	5	85	1075	0	0	1	Petrol
10950	43	85017	97	0	0	1400	5	85	1060	0	0	1	Petrol
11450	41	84312	110	0	0	1600	5	85	1080	0	0	1	Petrol
11950	37	82743	110	1	0	1600	5	197	1121	1	0	0	CNG
13250	41	81106	69	1	0	1900	5	185	1140	0	1	0	Diesel
14750	40	80425	90	1	0	2000	5	210	1205	0	1	0	Diesel
11790	34	78677	110	1	1	1600	5	85	1105	0	0	1	Petrol
11450	40	78425	110	1	0	1600	5	85	1075	0	0	1	Petrol
13500	33	78108	90	1	0	2000	3	210	1170	0	1	0	Diesel
10950	33	77321	110	1	0	1600	5	85	1075	0	0	1	Petrol
13500	33	75699	69	0	0	1900	3	185	1105	0	1	0	Diesel
10950	41	75697	97	1	0	1400	3	69	1025	0	0	1	Petrol
10950	44	74846	97	1	0	1400	3	69	1025	0	0	1	Petrol
12950	38	74319	110	1	0	1600	5	85	1075	0	0	1	Petrol
11950	43	74285	110	1	0	1600	5	85	1075	0	0	1	Petrol
12450	44	74172	110	1	0	1600	5	163	1615	0	0	1	Petrol
11950	40	73042	110	1	0	1598	5	85	1075	0	0	1	Petrol
14950	44	71793	110	1	0	1600	4	197	1067	1	0	0	CNG
12450	35	71200	110	1	0	1600	5	85	1075	0	0	1	Petrol
12950	38	67805	110	1	0	1600	5	85	1075	0	0	1	Petrol
11950	35	65988	110	1	0	1600	3	69	1040	0	0	1	Petrol
11690	34	65345	97	1	0	1400	5	85	1060	0	0	1	Petrol
12450	42	64564	110	1	0	1600	5	85	1080	0	0	1	Petrol
12750	36	63459	97	1	0	1400	5	85	1060	0	0	1	Petrol
11925	44	63451	97	0	0	1400	3	69	1025	0	0	1	Petrol
12950	33	62000	110	1	0	1600	5	19	1075	0	0	1	Petrol
11950	42	61300	97	1	0	1400	3	69	1030	0	0	1	Petrol
12900	41	61200	110	1	0	1600	3	69	1045	0	0	1	Petrol
11900	41	61000	110	0	0	1600	5	85	1075	0	0	1	Petrol
11650	38	60829	110	1	0	1600	5	85	1075	0	0	1	Petrol
10950	44	60500	110	0	0	1600	5	85	1075	0	0	1	Petrol
13950	35	59500	69	1	0	1900	3	64	1110	0	1	0	Diesel
13950	44	59000	110	0	1	1600	5	85	1110	0	0	1	Petrol
11950	40	58954	110	1	0	1600	5	85	1080	0	0	1	Petrol
10950	38	58798	110	1	0	1600	5	85	1075	0	0	1	Petrol
12450	38	58363	110	1	0	1600	3	85	1055	0	0	1	Petrol
11950	43	58277	110	1	0	1600	3	69	1045	0	0	1	Petrol
13500	33	57711	90	1	0	2000	3	210	1165	0	1	0	Diesel
11690	33	57269	110	1	0	1600	5	85	1075	0	0	1	Petrol
13500	39	56001	110	1	0	1600	5	85	1075	0	0	1	Petrol
11950	42	55968	110	0	0	1600	3	69	1050	0	0	1	Petrol
12900	39	55678	110	1	0	1600	4	69	1030	0	0	1	Petrol
13500	43	55539	110	1	0	1600	5	85	1085	0	0	1	Petrol
11750	42	55400	110	0	0	1600	5	85	1075	0	0	1	Petrol
11750	33	55350	110	0	0	1600	5	85	1075	0	0	1	Petrol
10850	43	54600	110	0	0	1600	4	69	1030	0	0	1	Petrol
11750	43	53773	110	1	0	1600	5	85	1075	0	0	1	Petrol
14950	42	53719	110	1	1	1600	5	85	1105	0	0	1	Petrol
9940	39	53644	110	1	0	1600	5	19	1075	0	0	1	Petrol
12900	42	53350	110	0	0	1600	5	85	1075	0	0	1	Petrol
13500	38	53000	110	1	0	1600	5	85	1075	0	0	1	Petrol
11750	44	52084	97	1	0	1400	3	69	1025	0	0	1	Petrol
11950	44	52000	97	0	0	1400	3	69	1025	0	0	1	Petrol
13450	33	51945	110	1	0	1600	5	85	1075	0	0	1	Petrol
11950	41	51732	97	1	0	1400	3	69	1025	0	0	1	Petrol
12495	39	50873	110	1	0	1600	5	85	1075	0	0	1	Petrol
13500	41	50856	110	0	0	1600	4	69	1030	0	0	1	Petrol
12750	40	50640	110	1	0	1600	5	85	1075	0	0	1	Petrol
12000	39	50000	97	1	0	1400	5	85	1060	0	0	1	Petrol
11950	38	49500	110	1	0	1600	5	85	1075	0	0	1	Petrol
12495	44	49332	110	1	0	1600	5	85	1080	0	0	1	Petrol
12450	34	49291	110	1	0	1600	3	69	1040	0	0	1	Petrol
14750	40	48952	90	1	0	2000	5	210	1205	0	1	0	Diesel
10950	39	48945	110	0	0	1600	3	69	1040	0	0	1	Petrol
13500	33	48928	69	1	0	1900	3	185	1105	0	1	0	Diesel
12950	38	48197	110	1	0	1600	5	85	1075	0	0	1	Petrol
13500	35	48052	69	1	0	1900	3	185	1105	0	1	0	Diesel
13450	34	48011	110	1	0	1600	4	69	1030	0	0	1	Petrol
13500	43	48000	110	1	0	1600	5	85	1075	0	0	1	Petrol
11480	41	47350	110	1	0	1600	5	85	1075	0	0	1	Petrol
13450	39	46821	97	1	0	1400	5	85	1060	0	0	1	Petrol
11495	39	46694	110	0	0	1600	3	69	1040	0	0	1	Petrol
12750	43	46515	97	0	0	1400	5	69	1025	0	0	1	Petrol
14990	38	46327	110	1	0	1600	3	85	1055	0	0	1	Petrol
12950	35	46304	97	1	0	1400	5	85	1060	0	0	1	Petrol
12950	40	45886	110	1	0	1600	5	85	1080	0	0	1	Petrol
12850	39	45713	97	1	0	1400	5	19	1085	0	0	1	Petrol
13950	40	45600	110	1	1	1600	5	85	1105	0	0	1	Petrol
11950	41	45287	110	1	0	1600	5	85	1075	0	0	1	Petrol
12950	39	45081	110	1	0	1600	5	85	1075	0	0	1	Petrol
11700	40	44830	110	1	0	1600	5	85	1075	0	0	1	Petrol
9950	37	44757	97	0	0	1400	3	69	1025	0	0	1	Petrol
11895	44	44218	97	1	0	1400	5	85	1060	0	0	1	Petrol
12950	43	43632	110	1	0	1600	5	85	1075	0	0	1	Petrol
12500	36	43427	110	1	0	1600	3	69	1040	0	0	1	Petrol
13875	39	43254	110	1	0	1600	5	85	1075	0	0	1	Petrol
10500	35	43000	110	0	0	1600	3	69	1050	0	0	1	Petrol
12295	33	42823	110	1	0	1600	5	85	1075	0	0	1	Petrol
13950	42	42560	110	1	0	1600	5	85	1080	0	0	1	Petrol
10950	38	41754	110	0	0	1600	3	69	1040	0	0	1	Petrol
12950	44	41499	110	1	0	1600	5	197	1103	1	0	0	CNG
12850	40	41339	110	1	0	1600	5	85	1080	0	0	1	Petrol
13995	35	41000	110	1	0	1600	5	85	1075	0	0	1	Petrol
13750	39	40000	110	1	0	1600	3	85	1055	0	0	1	Petrol
12750	37	39757	110	1	0	1600	5	85	1075	0	0	1	Petrol
12500	41	39659	110	1	0	1600	3	69	1045	0	0	1	Petrol
13950	43	39650	110	0	0	1600	3	85	1055	0	0	1	Petrol
11500	39	39524	97	1	0	1398	3	69	1025	0	0	1	Petrol
13950	44	39516	97	1	0	1400	5	85	1060	0	0	1	Petrol
11895	41	39439	97	0	0	1400	5	85	1060	0	0	1	Petrol
9950	44	39000	97	1	0	1400	3	69	1025	0	0	1	Petrol
13500	42	38932	110	1	0	1600	3	69	1040	0	0	1	Petrol
11450	37	38812	97	0	0	1400	3	69	1025	0	0	1	Petrol
12450	42	38665	110	1	0	1600	5	85	1075	0	0	1	Petrol
12950	40	38653	110	1	0	1600	5	85	1080	0	0	1	Petrol
13995	44	38461	110	1	0	1600	5	85	1080	0	0	1	Petrol
11750	42	38078	97	0	0	1400	3	69	1025	0	0	1	Petrol
11650	39	37782	97	1	0	1400	5	85	1060	0	0	1	Petrol
9950	43	37576	97	0	0	1400	3	69	1030	0	0	1	Petrol
13950	41	37533	110	1	0	1600	5	85	1075	0	0	1	Petrol
12950	44	37389	110	1	0	1600	5	85	1080	0	0	1	Petrol
10950	38	37320	97	1	0	1400	3	69	1025	0	0	1	Petrol
9900	42	37000	97	1	0	1400	3	69	1025	0	0	1	Petrol
11950	44	37000	110	0	0	1600	4	19	1075	0	0	1	Petrol
11990	40	36566	110	0	0	1600	5	85	1090	0	0	1	Petrol
10750	36	36269	110	1	0	1600	5	85	1075	0	0	1	Petrol
13950	37	36074	110	1	1	1600	5	19	1075	0	0	1	Petrol
11250	44	36066	110	1	0	1600	3	69	1040	0	0	1	Petrol
12950	39	34599	110	1	0	1600	5	85	1075	0	0	1	Petrol
11950	41	34000	110	1	0	1600	5	85	1075	0	0	1	Petrol
10950	42	33623	97	1	0	1400	3	69	1025	0	0	1	Petrol
12950	33	33591	110	1	0	1600	5	85	1075	0	0	1	Petrol
12950	35	33258	110	1	0	1600	5	85	1075	0	0	1	Petrol
11695	43	33113	110	1	0	1600	5	85	1075	0	0	1	Petrol
11000	41	33000	110	1	1	1600	5	19	1075	0	0	1	Petrol
13950	35	32941	110	1	0	1600	5	85	1080	0	0	1	Petrol
11950	38	32781	110	0	0	1600	5	85	1075	0	0	1	Petrol
11750	40	32532	110	1	0	1600	3	69	1040	0	0	1	Petrol
12400	34	32431	97	1	0	1400	5	85	1060	0	0	1	Petrol
12500	35	32000	110	0	0	1600	3	69	1040	0	0	1	Petrol
12900	33	31000	110	1	0	1600	5	19	1075	0	0	1	Petrol
12200	41	30989	110	0	0	1600	3	69	1045	0	0	1	Petrol
12750	43	30742	110	1	0	1600	3	69	1040	0	0	1	Petrol
11950	42	30190	110	1	0	1600	5	85	1075	0	0	1	Petrol
11900	41	29716	116	1	0	1600	5	85	1075	0	0	1	Petrol
11950	44	29716	110	1	1	1600	3	85	1070	0	0	1	Petrol
14950	42	29640	110	0	0	1600	3	85	1055	0	0	1	Petrol
11950	41	29056	97	1	0	1400	5	85	1060	0	0	1	Petrol
12950	33	28715	110	1	0	1600	5	85	1075	0	0	1	Petrol
14950	41	28571	110	0	0	1600	5	85	1090	0	0	1	Petrol
13450	40	28362	110	1	0	1600	3	69	1040	0	0	1	Petrol
13750	38	28150	110	1	0	1600	5	85	1075	0	0	1	Petrol
12950	43	27301	110	1	0	1600	3	69	1040	0	0	1	Petrol
12750	33	27240	110	1	0	1600	5	85	1075	0	0	1	Petrol
11895	39	27170	97	1	0	1400	5	85	1060	0	0	1	Petrol
9950	42	27141	97	1	0	1400	5	85	1060	0	0	1	Petrol
12450	38	26262	110	1	0	1600	5	85	1075	0	0	1	Petrol
12500	38	26000	97	1	0	1400	5	85	1060	0	0	1	Petrol
14950	43	25228	110	1	0	1600	3	69	1045	0	0	1	Petrol
13750	39	25062	110	1	0	1600	5	85	1080	0	0	1	Petrol
12695	39	24723	110	1	1	1600	4	85	1060	0	0	1	Petrol
14990	33	24650	110	1	0	1600	3	85	1055	0	0	1	Petrol
12750	43	24553	110	1	0	1600	5	85	1080	0	0	1	Petrol
14350	41	24475	110	1	0	1600	5	69	1030	0	0	1	Petrol
12950	39	24444	110	1	0	1600	3	69	1040	0	0	1	Petrol
11500	35	24011	97	0	0	1400	3	69	1025	0	0	1	Petrol
11950	41	24000	97	1	0	1400	3	69	1025	0	0	1	Petrol
13450	40	23616	110	1	0	1600	5	85	1075	0	0	1	Petrol
12900	38	22865	110	1	0	1600	5	85	1075	0	0	1	Petrol
10500	41	22780	86	1	0	1300	5	69	1035	0	0	1	Petrol
10950	35	21904	97	0	0	1400	3	69	1025	0	0	1	Petrol
11950	41	21651	97	0	0	1400	3	69	1025	0	0	1	Petrol
11450	37	21500	110	1	0	1600	5	69	1030	0	0	1	Petrol
13250	44	21027	110	1	0	1600	5	85	1080	0	0	1	Petrol
10250	39	18500	110	0	0	1600	4	69	1030	0	0	1	Petrol
13995	35	18000	110	1	0	1600	5	85	1075	0	0	1	Petrol
11950	40	17051	97	0	0	1400	5	85	1060	0	0	1	Petrol
13250	33	16512	97	1	0	1400	5	19	1085	0	0	1	Petrol
12950	40	16325	110	1	0	1600	5	85	1080	0	0	1	Petrol
11750	38	16000	97	1	0	1400	5	85	1060	0	0	1	Petrol
11500	39	12000	110	1	0	1600	5	85	1075	0	0	1	Petrol
13500	43	10000	97	1	0	1400	5	85	1060	0	0	1	Petrol
6500	53	216000	69	0	0	1900	3	185	1110	0	1	0	Diesel
6400	51	198167	69	0	0	1900	4	185	1095	0	1	0	Diesel
7000	53	176000	69	0	0	1900	3	185	1105	0	1	0	Diesel
7750	54	174139	72	1	0	2000	4	185	1100	0	1	0	Diesel
8900	45	174000	69	1	0	1900	5	185	1095	0	1	0	Diesel
8500	55	150000	110	1	0	1600	3	72	1075	1	0	0	CNG
8950	54	149329	72	1	0	2000	5	185	1135	0	1	0	Diesel
9900	51	146736	110	1	0	1600	5	85	1080	0	0	1	Petrol
10250	53	143513	69	0	0	1900	5	185	1140	0	1	0	Diesel
9250	48	142130	110	0	0	1600	5	197	1119	1	0	0	CNG
7750	48	140700	69	1	0	1900	5	64	1110	0	1	0	Diesel
9450	54	138394	69	1	0	1900	4	185	1095	0	1	0	Diesel
7750	55	137000	72	1	0	2000	5	185	1135	0	1	0	Diesel
8250	52	135258	69	1	0	1900	5	185	1140	0	1	0	Diesel
9950	49	131364	110	1	0	1600	5	85	1075	0	0	1	Petrol
4450	56	129155	69	0	0	1800	5	64	1110	0	1	0	Diesel
9950	50	126110	110	0	0	1600	3	85	1055	0	0	1	Petrol
